Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
WP_099454942.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis	-0.8654527421480015	10.330446312182186	2.3445909985773548e-9	2.16957223389482e-8	Environmental
WP_026282771.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp000377565	-0.9225532689793057	10.370189628413105	2.6018399439654575e-9	2.3963675371756617e-8	Environmental
WP_075492688.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D coli	-0.8155314609678909	10.34277345460185	3.135318771696825e-9	2.8742852553555543e-8	Environmental
KXU31828.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium fuliginis	-0.7661673870716447	10.325576060316306	4.3340894393454824e-9	3.9548566134027525e-8	Environmental
WP_010639994.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus thiooxidans	-0.8505422660682987	10.367751648377643	4.476369631794673e-9	4.06586384528447e-8	Environmental
OQZ05054.1	d__Bacteria	p__Planctomycetota	c__Brocadiae	o__Brocadiales	f__Brocadiaceae	g__Brocadia	s__Brocadia sapporoensis	-0.8334350986543692	10.316332146306936	4.593180754527953e-9	4.134763894082858e-8	Environmental
WP_087865578.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas thiooxydans	-0.7920271972261808	10.350898742831435	4.594182104536509e-9	4.134763894082858e-8	Environmental
WP_015089592.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	-0.7802835884617255	10.317278893871002	6.136546617666214e-9	5.497787901554594e-8	Environmental
WP_012333699.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp000019365	-0.7778884598222957	10.333654318060965	6.461975314927426e-9	5.763146310281429e-8	Environmental
WP_109127410.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dyella	s__Dyella sp003121485	-0.8251597905416427	10.3193150184701	6.644745822498025e-9	5.899456764028652e-8	Environmental
SFK10547.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Methylophagaceae	g__Methylophaga	s__Methylophaga sulfidovorans	-0.7560125654946895	10.320295526851767	7.004703852190247e-9	6.191153046039004e-8	Environmental
EUC00287.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium sp000282095	-0.7771351921016822	10.359694706536272	7.422575838783721e-9	6.531204008144069e-8	Environmental
PTA84247.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus safensis	-0.7774505080855064	10.322199137918876	7.613759822501558e-9	6.669653604511365e-8	Environmental
ORD61593.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	1.251306966342844	10.712629587698524	7.720609572397719e-9	6.733328082830046e-8	Host-associated
AHC15133.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales_C	f__Salinispiraceae	g__Salinispira	s__Salinispira pacifica	-1.0418354885657732	10.651342404701657	8.70924993929886e-9	7.562084418659935e-8	Environmental
OWR00293.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis witflariensis	-0.7543301261179187	10.401465628353055	8.778988616141923e-9	7.58920463263848e-8	Environmental
EZP81525.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium resinovorum	-0.7698560055596545	10.331927578055232	9.69082106291107e-9	8.340876993448787e-8	Environmental
RGZ11631.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	1.2784581662987566	10.662200806897989	1.1649037104586032e-8	9.982718318756117e-8	Host-associated
ALK96064.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia sp001412595	-0.8267366784393088	10.344497829980241	1.2271394848177018e-8	1.0470527812015975e-7	Environmental
WP_018949432.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio sp000377905	-0.7133775093956327	10.322912218944765	1.349928067627334e-8	1.1468569919368429e-7	Environmental
KUF10381.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ponticoccus	s__Ponticoccus marisrubri	-0.7836288499235039	10.318948676692878	1.3685760772236253e-8	1.1577096344239337e-7	Environmental
GAC15186.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Aliiglaciecola	s__Aliiglaciecola lipolytica	-0.7872898295993674	10.321115298282228	1.4255958899633035e-8	1.200790384238321e-7	Environmental
EKF41574.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Nitratireductor	s__Nitratireductor indicus	-0.7721250357350008	10.318711622541613	1.5969472056255614e-8	1.3393969967182899e-7	Environmental
EXU80374.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas aquatica	-0.867983335875408	10.37830390491039	2.2485792663902657e-8	1.8779448025657686e-7	Environmental
WP_033367937.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Dactylosporangium	s__Dactylosporangium aurantiacum	-0.8068895425006407	10.36237900463935	2.4981943052915217e-8	2.0776122260462402e-7	Environmental
WP_074758760.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp900110765	-0.7751279835406962	10.315139340725805	2.813637343972392e-8	2.3301173130124308e-7	Environmental
AQT66958.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__Anaerohalophaeraceae	g__Anaerohalosphaera	s__Anaerohalosphaera lusitana	-0.796214563053758	10.363666826258527	3.230677751663277e-8	2.664295334112267e-7	Environmental
SUP45119.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio furnissii	-0.7150125640513748	10.328830466420442	3.254699465856874e-8	2.6729219363349575e-7	Environmental
KPQ07022.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pararhodobacter	s__Pararhodobacter sp001314715	-0.745406144151423	10.399866988371222	3.297286650549447e-8	2.6966605760302737e-7	Environmental
DAB26546.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	-0.9364720232552212	10.503487261449887	3.540525592134038e-8	2.883626422353797e-7	Environmental
PJA43697.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__CG1-02-43-26	g__CG1-02-43-26	s__CG1-02-43-26 sp001872735	-0.7551692596270709	10.302053139385096	4.02883096085426e-8	3.267829557137344e-7	Environmental
WP_031391060.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Kineothrix	s__Kineothrix alysoides	1.1445764548127102	10.620689169373648	4.19470272787681e-8	3.388425851084095e-7	Host-associated
WP_020879737.1	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfohalovibrio	s__Desulfohalovibrio sp000422205	-0.8187998270046903	10.378167498285805	4.42392775033462e-8	3.5590047330243007e-7	Environmental
PUE41723.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp003063355	-0.7602128768744808	10.304226348951005	4.662206853217898e-8	3.735451100687999e-7	Environmental
AIU73238.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia alvei	1.303831132226143	10.78439668445334	5.277181847435795e-8	4.2110629236016e-7	Host-associated
OUP02704.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Hydrogeniiclostridium	s__Hydrogeniiclostridium sp002160025	1.1674280326616926	10.576015164221724	5.3088752418864516e-8	4.219271411999272e-7	Host-associated
RHS28946.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG115	s__RUG115 sp900066395	1.0220192120352616	10.537157169169223	5.487903237104189e-8	4.3440390684065686e-7	Host-associated
WP_027218215.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio fibrisolvens_C	1.0643722803357827	10.534539441574132	5.580474865547087e-8	4.3996463839973234e-7	Host-associated
ARK25516.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina sp002077155	-0.7604363204211585	10.397443950767554	5.688559470800609e-8	4.466992317509163e-7	Environmental
APO79760.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium etli_B	-0.726618278607655	10.337719072306836	6.515598346179902e-8	5.096128706476423e-7	Environmental
ODT88473.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp001724605	-0.7264599392328369	10.321861706602112	6.659285329338994e-8	5.178072226378201e-7	Environmental
SAH79924.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	1.1268383214313982	10.57770641543016	6.672908906646692e-8	5.178072226378201e-7	Host-associated
WP_078663633.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Bartonella	s__Bartonella sp002022415	-0.7681463716341864	10.33465910123394	6.75277058625971e-8	5.219494441379564e-7	Environmental
PZE19284.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_S	s__Paenibacillus_S xerothermodurans	-0.7161910539926407	10.37652638599276	7.534861820442755e-8	5.801254940661199e-7	Environmental
OGN50244.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas sp001796045	-0.8133920036057567	10.316376581895929	7.63355011217909e-8	5.854368587978594e-7	Environmental
WP_018952847.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio_A	s__Thioalkalivibrio_A sulfidiphilus_A	-0.7368429480662488	10.310062705943785	9.18289318070896e-8	7.015303278750914e-7	Environmental
OWG58734.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	1.1393300802635478	10.622178086175337	1.1076611304421851e-7	8.429343969504042e-7	Host-associated
RHD89545.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	1.156836402078219	10.64171657079484	1.1857262513254918e-7	8.988717082163632e-7	Host-associated
WP_061834790.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	-0.715162349090079	10.311292555052535	1.196434413791406e-7	9.035142642079928e-7	Environmental
WP_007068687.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Fulvimarina	s__Fulvimarina pelagi	-0.6872024218837011	10.390560087382106	1.2585360216420882e-7	9.467841597925786e-7	Environmental
WP_026671011.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000424285	1.0237998310396785	10.512043397190515	1.3330264818565361e-7	9.990095801289859e-7	Host-associated
ADH85945.1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfurivibrionaceae	g__Desulfurivibrio	s__Desulfurivibrio alkaliphilus	-0.7033373730456015	10.312349261268402	1.434341611680634e-7	1.0708664078115643e-6	Environmental
WP_100368450.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Yoonia	s__Yoonia maricola	-0.7034776743189972	10.319503726531247	1.499746315715448e-7	1.115471693688735e-6	Environmental
PAA05981.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fragi	-0.7396763119301871	10.334574812146197	1.5127338811843129e-7	1.1209016841407071e-6	Environmental
WP_108843652.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Kushneria	s__Kushneria phyllosphaerae	-0.7553793715990574	10.325341440024516	1.7171458349991548e-7	1.2676009141510614e-6	Environmental
CUP26474.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira rogosae_A	1.015038929050081	10.537712016736297	2.1069479501471044e-7	1.5495501528880384e-6	Host-associated
WP_100639385.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter salexigens	-0.6592977647766772	10.389755571250179	2.1531327201825054e-7	1.573679561081935e-6	Environmental
OON62929.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia sp002007115	-0.68585400716084155	10.354022675807622	2.1557254261396368e-7	1.573679561081935e-6	Environmental
WP_090046970.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001269345	-0.7260098997045084	10.29791688029429	2.3794050947136062e-7	1.7305562515426265e-6	Environmental
PIW16240.1	d__Bacteria	p__Cyanobacteria	c__Sericytochromatia	o__UBA7694	f__UBA7694	g__GCA-2770975	s__GCA-2770975 sp002783405	-0.6654389520421059	10.30894955577968	2.425595234301397e-7	1.7575042053253015e-6	Environmental
OJU13340.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp001896865	-0.7784316525430978	10.3253526714196	2.434290451820433e-7	1.7575042053253015e-6	Environmental
PKH72064.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas sp002836635	-0.6657549478248955	10.360843862011736	2.5392016819365594e-7	1.82655712229816e-6	Environmental
EDZ58145.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A paranthracis	-0.6398921863193767	10.37107904180627	2.889916863087287e-7	2.0712822316891066e-6	Environmental
AXJ95325.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003355005	-0.7653197974547792	10.303889203158484	2.91733720005096e-7	2.08335928307987e-6	Environmental
WP_012606457.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium extorquens	-0.7137807482681453	10.336260745228245	3.05758889247044e-7	2.175634551284923e-6	Environmental
WP_095110702.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp900187645	-0.6873729448237336	10.331233905674045	3.098361548347891e-7	2.196716047407803e-6	Environmental
AMN52750.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Roseibium	s__Roseibium aggregatum_A	-0.6753543515410729	10.31782547359824	3.1153254824821704e-7	2.2008267118180494e-6	Environmental
PLS17873.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus sp002860285	-0.7670008414751979	10.343980010948558	3.2467835929908955e-7	2.2855037363518054e-6	Environmental
WP_032333159.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	1.1810732762597003	10.718275858539013	3.2597125553701497e-7	2.2864389489802726e-6	Host-associated
EGJ11382.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax benzoatilyticus	-0.6632092842189443	10.32408409163331	3.379775044742963e-7	2.3622470259533265e-6	Environmental
AKN27456.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	-0.6725207108859415	10.308097925702825	3.436969591226232e-7	2.3937339449847715e-6	Environmental
SFD41969.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_G	f__Fictibacillaceae	g__Fictibacillus_C	s__Fictibacillus_C sp001510655	-0.6517267021907769	10.336682557945755	3.5234217842532415e-7	2.445304343930683e-6	Environmental
WP_026488696.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900102515	1.0261630765498913	10.520489072273584	3.807017363080675e-7	2.632853060572635e-6	Host-associated
WP_102061991.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E marginalis_B	1.1475413116711395	10.650119097805128	3.881640545738259e-7	2.6750746558217165e-6	Host-associated
KIU51334.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis	1.0837234266695701	10.56275852384993	3.92595056596093e-7	2.6961841691668966e-6	Host-associated
ANF55915.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas diminuta_B	-0.6537958243385855	10.327195640270377	4.153170102013805e-7	2.8423257885656976e-6	Environmental
PLX44616.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium tumefaciens	-0.6487846222222043	10.321481867119555	5.815781530065635e-7	3.966403251127808e-6	Environmental
RHL75406.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.9524873215836965	10.482147640400107	5.853583687743462e-7	3.9784184305318495e-6	Host-associated
WP_107631884.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900291975	1.0374282712578973	10.550336158750593	5.94615465413045e-7	4.027447018313099e-6	Host-associated
WP_094752839.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D avium	-0.715922747859876	10.31219025752863	6.430408853735099e-7	4.3405259762711916e-6	Environmental
OHD62162.1	d__Bacteria	p__Spirochaetota	c__Brevinematia	o__Brevinematales	f__GWF1-51-8	g__GWF1-51-8	s__GWF1-51-8 sp001829395	-0.7088092251720421	10.291484116629343	6.778258602201396e-7	4.552229271345044e-6	Environmental
SEH14759.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Thermoleophilaceae	g__Thermoleophilum	s__Thermoleophilum sp002898855	-0.688937926012973	10.301159072754691	6.817147149398563e-7	4.552229271345044e-6	Environmental
RHQ75621.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp900066365	0.9589795568090339	10.509394008589254	6.821883375870019e-7	4.552229271345044e-6	Host-associated
WP_089072520.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Paraphotobacterium	s__Paraphotobacterium marinum	-0.6696106217084024	10.35991471393926	6.855740259160479e-7	4.552229271345044e-6	Environmental
WP_061833516.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	-0.6954758727478397	10.312494424259043	6.859523559561026e-7	4.552229271345044e-6	Environmental
RHL02157.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	1.1642790933624245	10.918466820775224	7.154586925761909e-7	4.732111017005612e-6	Host-associated
WP_116162577.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pectobacterium	s__Pectobacterium aquaticum	-0.6668265835994995	10.300434938392367	7.269777525861463e-7	4.792217894138108e-6	Environmental
WP_096663659.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__Polaromonas sp002379085	-0.6666649583910688	10.315144455657052	7.365129670477103e-7	4.838890193503457e-6	Environmental
CAL62017.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Herminiimonas	s__Herminiimonas arsenicoxydans	-0.7145856225905125	10.301361409735211	7.997430187040711e-7	5.236855448058884e-6	Environmental
WP_058719080.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paucibacter_A	s__Paucibacter_A sp001477625	-0.6287870738496176	10.342865530298798	8.122293108178893e-7	5.29175849574552e-6	Environmental
SOB91075.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus xyleni	-0.639920216480158	10.335474258413761	8.13497120350529e-7	5.29175849574552e-6	Environmental
PFC04532.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	-0.6635529245400551	10.318261654618464	8.933827312425537e-7	5.792293958154847e-6	Environmental
SDP93350.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax_B	s__Rhodoferax_B sp900104385	-0.7131057643528086	10.418407737544719	8.969688126690627e-7	5.7964771467892545e-6	Environmental
WP_091246308.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Aquimonas	s__Aquimonas voraii	-0.6786236412799207	10.289265068219818	1.0419335614780248e-6	6.711277940108454e-6	Environmental
ORM56269.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea brenneri	-0.7078244455699491	10.321550999345813	1.0790886576482769e-6	6.927960078907992e-6	Environmental
WP_097183358.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus sp900230285	-0.6382549465770666	10.389695234785803	1.0941586055109482e-6	7.001904582669088e-6	Environmental
WP_104048963.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_D	s__Arthrobacter_D sp002929375	-0.6383959665273048	10.306088252992243	1.1345495459073768e-6	7.236883996710161e-6	Environmental
EOS75972.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95 sp000403495	1.018719860280635	10.533854991908104	1.1506722832325336e-6	7.316048613713948e-6	Host-associated
WP_062782076.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter adhaerens	-0.6728940624672684	10.293752152939112	1.154964232714634e-6	7.319725089004964e-6	Environmental
WP_068142073.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Roseimaritima	s__Roseimaritima ulvae	-0.6325032248011613	10.300316731390883	1.2918792020620757e-6	8.161198420719075e-6	Environmental
EKI27927.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	1.072350723479528	10.67182142667786	1.3090580492892944e-6	8.243301645844088e-6	Host-associated
KZB67702.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira povalilytica	-0.6601723629307416	10.326428737064754	1.3410323696320428e-6	8.417754141862283e-6	Environmental
WP_022931566.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D bryantii_C	1.1586133137072887	11.021833844424311	1.4041266683749622e-6	8.785821153546193e-6	Host-associated
RBL85471.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces bacillaris	-0.7363373653199105	10.342050927590106	1.412837219424449e-6	8.812348605967054e-6	Environmental
AEB14293.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D succinifaciens	0.9065266581943487	10.469757480544667	1.4914554449298437e-6	9.273371236456537e-6	Host-associated
SQQ85962.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	1.1171297261312956	10.81830497943881	1.5573073341155487e-6	9.652367155791655e-6	Host-associated
