Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
WP_062514727.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus	s__Halobacillus sp001592845	0.8399239980747867	10.40757553441398	2.8813696465959614e-9	2.6401386994390902e-8	Environmental
RHQ75621.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp900066365	-1.2216738367979016	10.543661281022082	3.0104523767379516e-9	2.7456440658211872e-8	Animals
WP_116791995.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter dolens	0.8149243164209921	10.341092298307672	3.4357955116469713e-9	3.119132330850015e-8	Environmental
WP_043810625.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax gelatinosus	0.8902657185441313	10.377595616848478	3.5023981189241992e-9	3.165011144165446e-8	Environmental
ODV02649.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus sp001899305	0.8621230998668175	10.433183984012732	3.9010363298749774e-9	3.509151401759683e-8	Environmental
WP_107631884.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900291975	-1.3193042455616535	10.594174786972733	4.564433457715779e-9	4.087242687136402e-8	Animals
AAK24938.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter vibrioides	0.8138604432454687	10.348352330414096	4.857421427753652e-9	4.3299186482690926e-8	Environmental
ACS25692.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Parageobacillus	s__Parageobacillus toebii	0.8500284229817464	10.343540244344434	5.152990412548528e-9	4.5726986994236936e-8	Environmental
WP_095386630.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp002277025	1.203420789750566	11.236864596024386	5.334284577879332e-9	4.7123500531041634e-8	Environmental
EKI27927.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	-1.3917284727728239	10.73891867925242	5.864717023893187e-9	5.157809168334634e-8	Animals
WP_033367937.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Dactylosporangium	s__Dactylosporangium aurantiacum	0.9287409188979978	10.323503414810293	6.797079511815606e-9	5.951220728122998e-8	Environmental
AEB14293.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D succinifaciens	-1.1555601999401452	10.497119207686943	7.632986172399054e-9	6.65353219452484e-8	Animals
SDP93350.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax_B	s__Rhodoferax_B sp900104385	0.9130261925080704	10.359327419142797	7.994608675969099e-9	6.915536247787726e-8	Environmental
WP_001222331.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	0.8331034404517557	10.323097237088616	8.003767840079196e-9	6.915536247787726e-8	Environmental
SQQ85962.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.4501187207925252	10.900241279902206	8.313186269790536e-9	7.151518319426794e-8	Animals
EOS75972.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95 sp000403495	-1.2883696779105744	10.571713104910145	1.0819828779373671e-8	9.267418563202665e-8	Animals
WP_081568834.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp002080045	0.9062166081674934	10.335652504201335	1.2221817358354316e-8	1.042293514976537e-7	Environmental
WP_015089592.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	0.8262624126397278	10.293139592890197	1.2563010672610301e-8	1.0667728890104437e-7	Environmental
PVD78291.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Edwardsiella	s__Edwardsiella piscicida	0.8856661577810199	10.36834309877013	1.3181524073070302e-8	1.1144893744183904e-7	Environmental
SHN41994.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Cryptosporangiaceae	g__Cryptosporangium	s__Cryptosporangium aurantiacum	0.9379468131888695	10.343314735725002	1.3729604080140127e-8	1.1558683776870108e-7	Environmental
WP_026521621.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000421405	-1.1553583846725466	10.559241466193065	1.4864726955826444e-8	1.246106897999068e-7	Animals
KXU31828.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium fuliginis	0.784309173003586	10.308579679239523	2.1069098846095037e-8	1.7587340985935262e-7	Environmental
WP_095025525.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fragi	-1.3236752867407857	10.649899020096901	2.1245719518771913e-8	1.7659944072565682e-7	Animals
EPG66505.1	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira_B	s__Leptospira_B wolffii	0.8656998961328013	10.316476812987426	2.22360831576252e-8	1.8405497403580525e-7	Environmental
WP_012333699.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp000019365	0.8265068391733732	10.310919222928188	2.239398937930952e-8	1.845864396537228e-7	Environmental
OOH88764.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas kerstersii	0.9436732156361121	10.45079415751106	2.994075011648332e-8	2.457636572061339e-7	Environmental
SDA44687.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__G11	s__G11 sp900103495	-1.121250384320143	10.490054774747895	3.0899681282158235e-8	2.525824569537416e-7	Animals
PZA21656.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Modestobacter	s__Modestobacter versicolor	0.7750423885817854	10.409177372106575	3.244003700799247e-8	2.6407798721382296e-7	Environmental
BAO83469.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Serpentinomonas	s__Serpentinomonas mccroryi	0.7633298874529006	10.317114305786811	3.30769579166718e-8	2.681547617112899e-7	Environmental
WP_117730004.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus pumilus	-1.2110651714505942	10.779193748020427	3.474147299807519e-8	2.804946795336399e-7	Animals
WP_026521620.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000421405	-1.0894215443996116	10.474218863765875	3.63617314045199e-8	2.923780035383845e-7	Animals
RHG23435.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-1.266684154032641	10.664746364213231	3.851327480790344e-8	3.0841931451857634e-7	Animals
PKH72064.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas sp002836635	0.7565201056109351	10.323533297301541	4.4132450882698645e-8	3.5198756372030905e-7	Environmental
OUX02289.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__UBA12014	s__UBA12014 sp002690755	0.9030716519078503	10.334606908436392	4.619381729411699e-8	3.6694282286052607e-7	Environmental
EDZ58145.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A paranthracis	0.7439024357867066	10.330434092582234	4.844562832697908e-8	3.8328468997650113e-7	Environmental
EIC00584.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D saccharophilum	-1.1070138366334519	10.475938370396053	4.9420907723226406e-8	3.8943675285902407e-7	Animals
KQW40429.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhizobacter	s__Rhizobacter sp001425865	0.7712772816314691	10.28669740904547	4.982888533097348e-8	3.9108726733871617e-7	Environmental
WP_087865578.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas thiooxydans	0.8116500794258174	10.335668788701964	5.21038278058057e-8	4.073196062596715e-7	Environmental
PTA84247.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus safensis	0.7837282277826648	10.307094542522139	5.3222589266030646e-8	4.144209519924126e-7	Environmental
WP_058719080.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paucibacter_A	s__Paucibacter_A sp001477625	0.7571955255265821	10.296125274698179	5.384864554242394e-8	4.1764500676604397e-7	Environmental
EKQ51095.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp002760435	0.751334523280888	10.373116052042999	7.652155159722509e-8	5.911664966530723e-7	Environmental
WP_108981172.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter asaccharolyticus	-1.118055225515985	10.500756612668951	7.815741740398243e-8	6.014457511165835e-7	Animals
EXU80374.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas aquatica	0.9292594208265046	10.35836297563821	8.06726398208315e-8	6.183856048522882e-7	Environmental
OQZ05054.1	d__Bacteria	p__Planctomycetota	c__Brocadiae	o__Brocadiales	f__Brocadiaceae	g__Brocadia	s__Brocadia sapporoensis	0.8483920433352552	10.303615206693346	8.56746325686519e-8	6.541822719389311e-7	Environmental
WP_100639385.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter salexigens	0.7323338992036056	10.357213716221302	9.181633753729683e-8	6.983713704574315e-7	Environmental
RHM04043.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	-0.9962162103021813	10.437901102617706	9.306771414233271e-8	7.051669110015209e-7	Animals
SUP45119.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio furnissii	0.7572041653358275	10.304974134039474	9.60273864645864e-8	7.248044112461119e-7	Environmental
WP_099454942.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis	0.8663360033806887	10.322992975457069	1.0499628777954689e-7	7.89475904296593e-7	Environmental
ODT88473.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp001724605	0.7797016474537638	10.294260557153368	1.1236848413699008e-7	8.416954895432337e-7	Environmental
WP_075492688.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D coli	0.7935651472157421	10.337839938606866	1.2393347684212511e-7	9.248066264355548e-7	Environmental
SFK10547.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Methylophagaceae	g__Methylophaga	s__Methylophaga sulfidovorans	0.7608972437021799	10.306839214866432	1.293642722787275e-7	9.616891184494081e-7	Environmental
WP_053156569.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp001269805	-1.3457540061313282	10.91558302793438	1.3244407931861342e-7	9.808828430739414e-7	Animals
WP_007068687.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Fulvimarina	s__Fulvimarina pelagi	0.7514626379878111	10.361232177449468	1.4907897714825165e-7	1.0977768858276575e-6	Environmental
PKH97030.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas sp002836635	0.7295695325298631	10.321409081126538	1.4934223624457473e-7	1.0977768858276575e-6	Environmental
ALK96064.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia sp001412595	0.852187847829242	10.329256054080153	1.5702427252207103e-7	1.1499547095482526e-6	Environmental
EKF41574.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Nitratireductor	s__Nitratireductor indicus	0.7954368374478875	10.301777496887196	1.7027829983088427e-7	1.2424009283957113e-6	Environmental
EGJ11382.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__Rubrivivax benzoatilyticus	0.750285924842496	10.288097123204269	1.711644158572247e-7	1.2442579307702312e-6	Environmental
CDD66179.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp000435595	-0.9105084893759269	10.399333290477873	1.718273945262904e-7	1.2444851735911473e-6	Animals
WP_024253499.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-1.1808781843343745	10.634420079745547	1.732159107065633e-7	1.2493793081925898e-6	Animals
WP_056662091.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax_A	s__Acidovorax_A sp001424265	0.7498635965193629	10.285218642999599	1.7377153829683737e-7	1.2493793081925898e-6	Environmental
WP_097585867.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium esperanzae	0.7695382335596208	10.301908651040804	1.8181949428412372e-7	1.3024887408717227e-6	Environmental
EZP81525.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium resinovorum	0.7696759662161822	10.319802133247038	1.927847255438315e-7	1.3760359033382177e-6	Environmental
PWI25796.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia sibirica	-1.1154341397654615	10.493418435694085	2.0963794005428288e-7	1.4904408917400401e-6	Animals
RDG33920.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales_E	f__Spirochaetaceae_B	g__Oceanispirochaeta	s__Oceanispirochaeta sp003346715	0.9011582641167019	10.415941537171943	2.1032617660087874e-7	1.4904408917400401e-6	Environmental
PLX44616.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium tumefaciens	0.7286108319445921	10.286265463069029	2.2103144961381998e-7	1.5606880134022415e-6	Environmental
SJZ39514.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D porcinum	-1.3543329846963053	11.323325251801197	2.3059812936728206e-7	1.6224225530483773e-6	Animals
KUF10381.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ponticoccus	s__Ponticoccus marisrubri	0.7894388066798024	10.306912102057833	2.4404972478618763e-7	1.7051770972956554e-6	Environmental
APO79760.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium etli_B	0.7700956824911869	10.314645989974949	2.4409134083115473e-7	1.7051770972956554e-6	Environmental
WP_109127410.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dyella	s__Dyella sp003121485	0.8235943513062604	10.310708418599233	2.509359538270156e-7	1.7467979824707445e-6	Environmental
EOS25835.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp000403215	-1.0683733679139413	10.475932262591519	2.743795923686605e-7	1.8981694834504215e-6	Animals
WP_018949432.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio sp000377905	0.703909083404327	10.311828171435874	2.7460827552455335e-7	1.8981694834504215e-6	Environmental
WP_012606457.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium extorquens	0.7875693029298196	10.304796992496648	2.906616622087751e-7	2.002110050878626e-6	Environmental
AMN52750.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Roseibium	s__Roseibium aggregatum_A	0.7503655147538203	10.284825309015273	2.917619417812469e-7	2.0026864993346913e-6	Environmental
WP_018952847.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio_A	s__Thioalkalivibrio_A sulfidiphilus_A	0.7761254512954002	10.287862918972483	3.064998444163053e-7	2.0911596353239217e-6	Environmental
ADH85945.1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfurivibrionaceae	g__Desulfurivibrio	s__Desulfurivibrio alkaliphilus	0.7417729936489976	10.287027593041152	3.067741800043723e-7	2.0911596353239217e-6	Environmental
WP_026282771.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp000377565	0.8807688921964533	10.375015617666376	3.3835269593200887e-7	2.2984648654691635e-6	Environmental
PJA43697.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__CG1-02-43-26	g__CG1-02-43-26	s__CG1-02-43-26 sp001872735	0.7707808115225666	10.28373069959423	3.4445327626173134e-7	2.330884606786051e-6	Environmental
ANF55915.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas diminuta_B	0.7009771357993025	10.29981428737393	3.454915254728563e-7	2.330884606786051e-6	Environmental
WP_061834790.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	0.7424245983223509	10.288904463708787	3.548372621168248e-7	2.385765892048276e-6	Environmental
WP_078663633.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Bartonella	s__Bartonella sp002022415	0.7957436865363519	10.315161737232392	3.566031778301119e-7	2.3894838786575524e-6	Environmental
AQT66958.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__Anaerohalophaeraceae	g__Anaerohalosphaera	s__Anaerohalosphaera lusitana	0.8022127933447643	10.351406581568932	4.308395766953429e-7	2.8771320884400864e-6	Environmental
WP_074758760.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp900110765	0.7755436442818257	10.30372645093917	4.90489610782614e-7	3.2644072068978025e-6	Environmental
GAC15186.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Aliiglaciecola	s__Aliiglaciecola lipolytica	0.7755474832451626	10.312627403784909	5.171899692650306e-7	3.4305193247545804e-6	Environmental
WP_035767622.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000702265	-1.0149924621470046	10.435077013536423	5.22088946781582e-7	3.448594091657075e-6	Animals
OJU13340.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp001896865	0.8348021716223625	10.295811282922921	5.234160575662261e-7	3.448594091657075e-6	Environmental
WP_058735550.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium fluoreni	0.7389434581629579	10.309007669388453	5.564420578492628e-7	3.653969513210159e-6	Environmental
WP_010639994.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus thiooxidans	0.8053548739374256	10.370255222235464	6.038386457475502e-7	3.952033661537123e-6	Environmental
SEH14759.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Thermoleophilaceae	g__Thermoleophilum	s__Thermoleophilum sp002898855	0.7384822680906057	10.271202349423612	6.989073000976478e-7	4.559097288716444e-6	Environmental
PWL90652.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-0.9736770915415505	10.44571175589018	7.366803047970653e-7	4.789637625248246e-6	Animals
EEG95687.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	-0.8972659947598882	10.389020235831786	8.247428172149742e-7	5.344550493136511e-6	Animals
WP_081136167.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas stevensii	-1.8344593995161231	15.85133509253872	9.387101830540483e-7	6.063144461037623e-6	Animals
PUE41723.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp003063355	0.7631309938672426	10.291892834379205	9.711309254198784e-7	6.252052036199871e-6	Environmental
WP_026664768.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000423945	-0.9722781409537737	10.46909117928984	9.811464209758714e-7	6.295955860985233e-6	Animals
WP_083051574.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__JC444	f__Marispirochaetaceae	g__Marispirochaeta	s__Marispirochaeta aestuarii	1.2505332522479804	11.46054118345765	1.015862093813631e-6	6.497559496145627e-6	Environmental
KPQ07022.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pararhodobacter	s__Pararhodobacter sp001314715	0.7322640501933305	10.390427812103832	1.0206122786116974e-6	6.499775115968436e-6	Environmental
SFD41969.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_G	f__Fictibacillaceae	g__Fictibacillus_C	s__Fictibacillus_C sp001510655	0.6747349365137008	10.31474578918714	1.0228072517513783e-6	6.499775115968436e-6	Environmental
SOB91075.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus xyleni	0.6808480238513298	10.308542196852297	1.0678502179920189e-6	6.7641959146118235e-6	Environmental
SCZ76971.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900112855	-0.8553919993463359	10.409073742614668	1.322333789488152e-6	8.3493511708066e-6	Animals
OGN50244.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas sp001796045	0.8156914919943152	10.30510359621127	1.4362172787743858e-6	9.039450604426645e-6	Environmental
RAK61347.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium hankyongense	0.7166351997810907	10.27411454266482	1.6015942166172865e-6	1.0048218492789981e-5	Environmental
RHD90091.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-1.0316985350800894	10.47897005485558	1.6344043116861418e-6	1.0221512679433967e-5	Animals
WP_025162502.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__Paraclostridium bifermentans	-0.9947477853082928	10.538199254768253	1.6657716428397451e-6	1.0384715621500943e-5	Animals
AKN27456.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	0.6788326023952443	10.289914692193683	1.7879690887567398e-6	1.111135364306239e-5	Environmental
WP_030441058.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes subtropicus	0.6864686914805469	10.294865743485085	2.0396474386114488e-6	1.2635551742341365e-5	Environmental
WP_091555593.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora pattaloongensis	0.6979952699850799	10.27357311328866	2.176119584708945e-6	1.3405281876885085e-5	Environmental
WP_096663659.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__Polaromonas sp002379085	0.6910490737196073	10.292344703371684	2.1775077160422474e-6	1.3405281876885085e-5	Environmental
WP_089072520.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Paraphotobacterium	s__Paraphotobacterium marinum	0.6893012696628225	10.33732684033115	2.244689510370493e-6	1.3775820359594615e-5	Environmental
